RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           91     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  980 1116     0     0  con    0  1.0D+00  2.9D-02  4.702D-03  7.124D-01
  981 1119     0     0  con    2  7.5D-03  4.9D-02  2.541D-02  7.124D-01
  982 1120     0     0  con    0  1.0D+00  7.5D-02  1.208D-02  7.124D-01
  983 1121     0     0  con    0  1.0D+00  1.3D-02  9.968D-03  7.124D-01
  984 1122     0     0  con    0  1.0D+00  5.2D-02  1.496D-02  7.124D-01
  985 1123     0     0  con    0  1.0D+00  4.6D-02  1.293D-02  7.124D-01
  986 1124     0     0  con    0  1.0D+00  2.6D-01  2.036D-02  7.124D-01
  987 1125     0     0  con    0  1.0D+00  3.0D-01  1.812D-02  7.124D-01
  988 1127     0     0  con    1  7.5D-02  2.5D-02  1.867D-03  7.124D-01
  989 1128     0     0  con    0  1.0D+00  6.5D-02  4.779D-03  7.124D-01
  990 1129     0     0  con    0  1.0D+00  2.0D-01  8.164D-03  7.123D-01
  991 1130     0     0  con    0  1.0D+00  6.5D-02  1.882D-03  7.123D-01
  992 1131     0     0  con    0  1.0D+00  6.9D-02  9.840D-03  7.123D-01
  993 1132     0     0  con    0  1.0D+00  5.1D-02  1.100D-02  7.123D-01
  994 1133     0     0  con    0  1.0D+00  9.5D-03  2.090D-03  7.123D-01
  995 1134     0     0  con    0  1.0D+00  4.0D-02  5.465D-03  7.123D-01
  996 1135     0     0  con    0  1.0D+00  3.8D-02  5.957D-03  7.123D-01
  997 1137     0     0  con    1  3.8D-01  1.3D-02  1.305D-02  7.123D-01
  998 1138     0     0  con    0  1.0D+00  1.9D-01  2.338D-03  7.123D-01
  999 1140     0     0  con    1  5.0D-01  3.0D-01  2.036D-03  7.123D-01
 1000 1142     0     0  con    1  2.7D-02  1.2D-02  2.368D-02  7.123D-01
 1001 1143     0     0  con    0  1.0D+00  6.5D-02  8.610D-04  7.123D-01
 1002 1144     0     0  con    0  1.0D+00  2.8D-02  1.405D-02  7.123D-01
 1003 1145     0     0  con    0  1.0D+00  2.5D-02  5.871D-03  7.123D-01
 1004 1146     0     0  con    0  1.0D+00  1.3D-02  3.578D-03  7.123D-01
 1005 1147     0     0  con    0  1.0D+00  7.1D-02  1.023D-02  7.123D-01
 1006 1148     0     0  con    0  1.0D+00  5.4D-02  1.986D-03  7.123D-01
 1007 1149     0     0  con    0  1.0D+00  4.1D-02  2.848D-03  7.123D-01
 1008 1150     0     0  con    0  1.0D+00  6.8D-02  8.661D-03  7.123D-01
 1009 1151     0     0  con    0  1.0D+00  2.7D-02  2.812D-03  7.123D-01
 1010 1152     0     0  con    0  1.0D+00  2.1D-02  3.413D-03  7.123D-01
 1011 1154     0     0  con    1  4.8D-01  3.3D-02  1.521D-02  7.123D-01
 1012 1155     0     0  con    0  1.0D+00  1.9D-02  3.970D-03  7.123D-01
 1013 1156     0     0  con    0  1.0D+00  2.1D-02  1.084D-02  7.123D-01
 1014 1157     0     0  con    0  1.0D+00  1.3D-02  1.626D-02  7.123D-01
 1015 1158     0     0  con    0  1.0D+00  7.0D-03  2.308D-02  7.123D-01
 1016 1159     0     0  con    0  1.0D+00  6.0D-02  2.137D-02  7.123D-01
 1017 1160     0     0  con    0  1.0D+00  3.5D-02  4.992D-03  7.123D-01
 1018 1161     0     0  con    0  1.0D+00  2.4D-02  2.159D-03  7.123D-01
 1019 1162     0     0  con    0  1.0D+00  2.1D-02  7.335D-03  7.123D-01
 1020 1163     0     0  con    0  1.0D+00  5.8D-02  3.094D-03  7.123D-01
 1021 1164     0     0  con    0  1.0D+00  7.4D-02  3.970D-03  7.123D-01
 1022 1166     0     0  con    1  7.8D-02  2.3D-02  8.074D-03  7.123D-01
 1023 1167     0     0  con    0  1.0D+00  2.3D-02  6.025D-03  7.123D-01
 1024 1168     0     0  con    0  1.0D+00  4.7D-03  1.313D-02  7.123D-01
 1025 1169     0     0  con    0  1.0D+00  2.9D-02  2.211D-02  7.123D-01
 1026 1170     0     0  con    0  1.0D+00  6.3D-02  4.330D-03  7.123D-01
 1027 1171     0     0  con    0  1.0D+00  3.1D-02  3.806D-03  7.123D-01
 1028 1173     0     0  con    1  3.4D-01  1.4D-01  3.936D-02  7.123D-01
 1029 1174     0     0  con    0  1.0D+00  9.6D-02  2.475D-02  7.123D-01
 1030 1175     0     0  con    0  1.0D+00  1.3D-01  1.640D-03  7.123D-01
 1031 1176     0     0  con    0  1.0D+00  1.2D-01  4.587D-03  7.123D-01
 1032 1177     0     0  con    0  1.0D+00  2.3D-02  8.327D-03  7.123D-01
 1033 1179     0     0  con    1  9.5D-02  1.4D-02  1.457D-02  7.123D-01
 1034 1180     0     0  con    0  1.0D+00  2.8D-02  1.973D-03  7.123D-01
 1035 1181     0     0  con    0  1.0D+00  2.8D-02  1.570D-03  7.123D-01
 1036 1182     0     0  con    0  1.0D+00  6.7D-02  1.854D-02  7.123D-01
 1037 1183     0     0  con    0  1.0D+00  7.4D-03  7.823D-03  7.123D-01
 1038 1184     0     0  con    0  1.0D+00  1.6D-02  2.450D-03  7.123D-01
 1039 1185     0     0  con    0  1.0D+00  1.7D-02  2.524D-03  7.123D-01
 1040 1186     0     0  con    0  1.0D+00  7.2D-02  5.135D-03  7.123D-01
 1041 1188     0     0  con    1  4.3D-01  7.3D-02  2.170D-02  7.123D-01
 1042 1189     0     0  con    0  1.0D+00  9.9D-02  1.462D-02  7.123D-01
 1043 1190     0     0  con    0  1.0D+00  7.1D-02  2.375D-03  7.123D-01
 1044 1191     0     0  con    0  1.0D+00  1.5D-01  7.634D-03  7.123D-01
 1045 1192     0     0  con    0  1.0D+00  1.3D-01  7.156D-03  7.123D-01
 1046 1194     0     0  con    1  4.2D-02  6.7D-02  1.726D-03  7.123D-01
 1047 1195     0     0  con    0  1.0D+00  9.2D-02  1.287D-02  7.123D-01
 1048 1196     0     0  con    0  1.0D+00  1.4D-01  1.457D-02  7.123D-01
 1049 1197     0     0  con    0  1.0D+00  7.1D-02  3.065D-03  7.123D-01
 1050 1198     0     0  con    0  1.0D+00  1.0D-02  2.772D-03  7.123D-01
 1051 1200     0     0  con    1  1.4D-01  2.9D-02  5.304D-03  7.123D-01
 1052 1202     0     0  con    1  3.3D-01  4.1D-02  1.033D-02  7.123D-01
 1053 1203     0     0  con    0  1.0D+00  2.2D-03  8.353D-03  7.123D-01
 1054 1204     0     0  con    0  1.0D+00  7.7D-03  1.409D-03  7.123D-01
 1055 1205     0     0  con    0  1.0D+00  6.6D-03  5.422D-03  7.123D-01
 1056 1206     0     0  con    0  1.0D+00  1.2D-02  1.604D-02  7.123D-01
 1057 1207     0     0  con    0  1.0D+00  4.7D-02  2.113D-03  7.123D-01
 1058 1208     0     0  con    0  1.0D+00  5.1D-02  9.945D-03  7.123D-01
 1059 1210     0     0  con    1  3.4D-01  6.9D-03  9.431D-04  7.123D-01
 1060 1211     0     0  con    0  1.0D+00  5.5D-04  3.806D-03  7.123D-01
 1061 1212     0     0  con    0  1.0D+00  5.9D-02  2.353D-03  7.123D-01
 1062 1213     0     0  con    0  1.0D+00  8.2D-03  2.558D-03  7.123D-01
 1063 1215     0     0  con    1  3.1D-01  2.1D-02  1.166D-03  7.123D-01
 1064 1217     0     0  con    1  1.8D-01  1.7D-02  8.384D-03  7.123D-01
 1065 1218     0     0  con    0  1.0D+00  9.7D-03  3.699D-03  7.123D-01
 1066 1219     0     0  con    0  1.0D+00  1.4D-02  5.921D-03  7.123D-01
 1067 1220     0     0  con    0  1.0D+00  1.2D-02  6.745D-03  7.123D-01
 1068 1221     0     0  con    0  1.0D+00  9.9D-02  1.216D-02  7.123D-01
 1069 1222     0     0  con    0  1.0D+00  5.0D-02  1.079D-02  7.123D-01
 1070 1223     0     0  con    0  1.0D+00  8.5D-02  5.001D-02  7.123D-01
 1071 1224     0     0  con    0  1.0D+00  5.9D-02  1.884D-02  7.123D-01
 1072 1225     0     0  con    0  1.0D+00  6.2D-02  1.300D-02  7.123D-01
 1073 1226     0     0  con    0  1.0D+00  3.3D-02  9.478D-03  7.123D-01
 1074 1228     0     0  con    1  3.0D-01  3.5D-02  1.184D-02  7.123D-01
 1075 1229     0     0  con    0  1.0D+00  3.5D-02  1.243D-02  7.123D-01
 1076 1230     0     0  con    0  1.0D+00  1.1D-01  2.630D-02  7.123D-01
 1077 1231     0     0  con    0  1.0D+00  1.0D-01  2.681D-02  7.123D-01
 1078 1232     0     0  con    0  1.0D+00  2.5D-02  2.277D-03  7.123D-01
 1079 1233     0     0  con    0  1.0D+00  3.1D-02  6.066D-03  7.123D-01
 1080 1234     0     0  con    0  1.0D+00  3.6D-02  1.342D-03  7.123D-01
 1081 1235     0     0  con    0  1.0D+00  1.5D-02  1.275D-02  7.123D-01
 1082 1236     0     0  con    0  1.0D+00  1.7D-02  1.023D-02  7.123D-01
 1083 1238     0     0  con    1  2.2D-01  1.2D-02  2.754D-02  7.123D-01
 1084 1239     0     0  con    0  1.0D+00  3.2D-03  3.833D-03  7.123D-01
 1085 1240     0     0  con    0  1.0D+00  2.4D-02  5.828D-03  7.123D-01
 1086 1241     0     0  con    0  1.0D+00  9.9D-03  4.693D-03  7.123D-01
 1087 1242     0     0  con    0  1.0D+00  2.0D-03  8.103D-04  7.123D-01
 1088 1243     0     0  con    0  1.0D+00  2.4D-02  7.732D-03  7.123D-01
 1089 1244     0     0  con    0  1.0D+00  3.3D-02  1.434D-02  7.123D-01
 1090 1245     0     0  con    0  1.0D+00  6.2D-02  1.832D-02  7.123D-01
 1091 1247     0     0  con    1  9.5D-02  3.5D-02  9.362D-03  7.123D-01
 1092 1248     0     0  con    0  1.0D+00  1.3D-01  4.635D-02  7.123D-01
 1093 1249     0     0  con    0  1.0D+00  1.0D-02  9.053D-03  7.123D-01
 1094 1250     0     0  con    0  1.0D+00  6.9D-03  8.493D-03  7.123D-01
 1095 1251     0     0  con    0  1.0D+00  1.2D-02  4.824D-03  7.123D-01
 1096 1252     0     0  con    0  1.0D+00  1.3D-02  6.164D-03  7.123D-01
 1097 1254     0     0  con    1  3.1D-01  9.6D-02  1.534D-02  7.123D-01
 1098 1255     0     0  con    0  1.0D+00  6.0D-03  2.683D-03  7.123D-01
 1099 1256     0     0  con    0  1.0D+00  8.4D-03  8.404D-03  7.123D-01
 1100 1257     0     0  con    0  1.0D+00  3.3D-02  1.790D-02  7.123D-01
 1101 1258     0     0  con    0  1.0D+00  3.0D-03  9.578D-03  7.123D-01
 1102 1259     0     0  con    0  1.0D+00  5.8D-03  2.248D-03  7.123D-01
 1103 1260     0     0  con    0  1.0D+00  1.2D-02  6.722D-03  7.123D-01
 1104 1261     0     0  con    0  1.0D+00  4.4D-02  4.462D-02  7.123D-01
 1105 1262     0     0  con    0  1.0D+00  5.1D-03  2.271D-02  7.123D-01
 1106 1263     0     0  con    0  1.0D+00  2.7D-02  3.484D-03  7.123D-01
 1107 1264     0     0  con    0  1.0D+00  1.3D-02  1.784D-03  7.123D-01
 1108 1265     0     0  con    0  1.0D+00  4.3D-02  3.328D-03  7.123D-01
 1109 1267     0     0  con    1  3.8D-01  7.5D-02  5.165D-03  7.123D-01
 1110 1268     0     0  con    0  1.0D+00  5.6D-02  1.224D-02  7.123D-01
 1111 1269     0     0  con    0  1.0D+00  1.3D-01  7.861D-03  7.123D-01
 1112 1270     0     0  con    0  1.0D+00  1.1D-01  1.336D-02  7.123D-01
 1113 1271     0     0  con    0  1.0D+00  1.4D-02  6.024D-03  7.123D-01
 1114 1272     0     0  con    0  1.0D+00  6.4D-03  4.127D-03  7.123D-01
 1115 1273     0     0  con    0  1.0D+00  6.3D-02  1.253D-02  7.123D-01
 1116 1275     0     0  con    1  1.7D-01  1.4D-02  3.665D-02  7.123D-01
 1117 1276     0     0  con    0  1.0D+00  1.9D-02  2.456D-02  7.123D-01
 1118 1277     0     0  con    0  1.0D+00  2.6D-02  3.236D-03  7.123D-01
 1119 1278     0     0  con    0  1.0D+00  9.0D-02  1.375D-02  7.123D-01
 1120 1279     0     0  con    0  1.0D+00  7.4D-02  7.110D-03  7.123D-01
 1121 1280     0     0  con    0  1.0D+00  5.8D-02  3.621D-03  7.123D-01
 1122 1281     0     0  con    0  1.0D+00  8.6D-02  1.122D-02  7.123D-01
 1123 1282     0     0  con    0  1.0D+00  1.5D-03  1.680D-02  7.123D-01
 1124 1283     0     0  con    0  1.0D+00  6.2D-02  2.926D-03  7.123D-01
 1125 1284     0     0  con    0  1.0D+00  3.3D-02  7.531D-03  7.123D-01
 1126 1285     0     0  con    0  1.0D+00  2.8D-02  1.773D-02  7.123D-01
 1127 1286     0     0  con    0  1.0D+00  2.2D-02  2.838D-02  7.123D-01
 1128 1287     0     0  con    0  1.0D+00  9.9D-02  1.140D-02  7.123D-01
 1129 1288     0     0  con    0  1.0D+00  8.5D-02  1.348D-03  7.123D-01
 1130 1289     0     0  con    0  1.0D+00  9.3D-02  1.361D-03  7.123D-01
 1131 1291     0     0  con    1  1.9D-01  4.7D-02  3.014D-03  7.123D-01
 1132 1292     0     0  con    0  1.0D+00  5.8D-02  1.123D-02  7.123D-01
 1133 1293     0     0  con    0  1.0D+00  2.5D-02  7.598D-03  7.123D-01
 1134 1294     0     0  con    0  1.0D+00  7.2D-02  6.379D-03  7.123D-01
 1135 1295     0     0  con    0  1.0D+00  2.0D-03  9.497D-03  7.123D-01
 1136 1296     0     0  con    0  1.0D+00  1.0D-01  8.817D-04  7.123D-01
 1137 1297     0     0  con    0  1.0D+00  8.7D-02  1.624D-03  7.123D-01
 1138 1299     0     0  con    1  1.5D-01  1.3D-02  1.174D-02  7.123D-01
 1139 1300     0     0  con    0  1.0D+00  6.2D-04  5.559D-03  7.123D-01
 1140 1301     0     0  con    0  1.0D+00  3.3D-02  3.605D-03  7.123D-01
 1141 1302     0     0  con    0  1.0D+00  2.5D-02  4.938D-03  7.123D-01
 1142 1303     0     0  con    0  1.0D+00  6.6D-02  2.726D-03  7.123D-01
 1143 1304     0     0  con    0  1.0D+00  3.0D-02  9.300D-04  7.123D-01
 1144 1305     0     0  con    0  1.0D+00  4.0D-02  1.867D-02  7.123D-01
 1145 1306     0     0  con    0  1.0D+00  3.0D-01  7.545D-03  7.123D-01
 1146 1307     0     0  con    0  1.0D+00  3.6D-01  5.132D-02  7.123D-01
 1147 1308     0     0  con    0  1.0D+00  1.8D-01  2.950D-03  7.123D-01
 1148 1309     0     0  con    0  1.0D+00  5.5D-02  2.884D-03  7.123D-01
 1149 1311     0     0  con    1  7.8D-02  4.6D-02  5.739D-03  7.123D-01
 1150 1312     0     0  con    0  1.0D+00  6.4D-02  2.776D-03  7.123D-01
 1151 1313     0     0  con    0  1.0D+00  2.2D-01  2.824D-03  7.123D-01
 1152 1315     0     0  con    1  3.1D-01  7.0D-02  1.001D-02  7.123D-01
 1153 1316     0     0  con    0  1.0D+00  9.7D-02  1.300D-02  7.123D-01
 1154 1317     0     0  con    0  1.0D+00  7.6D-03  9.699D-03  7.122D-01
 1155 1318     0     0  con    0  1.0D+00  1.7D-02  3.487D-03  7.122D-01
 1156 1319     0     0  con    0  1.0D+00  8.6D-04  9.542D-04  7.122D-01
 1157 1320     0     0  con    0  1.0D+00  1.2D-02  1.475D-03  7.122D-01
 1158 1321     0     0  con    0  1.0D+00  7.1D-02  3.400D-02  7.122D-01
 1159 1322     0     0  con    0  1.0D+00  1.9D-02  2.506D-03  7.122D-01
 1160 1323     0     0  con    0  1.0D+00  1.6D-01  1.374D-02  7.122D-01
 1161 1324     0     0  con    0  1.0D+00  4.0D-01  2.448D-03  7.122D-01
 1162 1325     0     0  con    0  1.0D+00  6.1D-02  1.784D-02  7.122D-01
 1163 1326     0     0  con    0  1.0D+00  7.6D-02  1.218D-02  7.122D-01
 1164 1327     0     0  con    0  1.0D+00  2.5D-02  3.226D-03  7.122D-01
 1165 1328     0     0  con    0  1.0D+00  2.1D-02  7.056D-03  7.122D-01
 1166 1329     0     0  con    0  1.0D+00  3.2D-02  3.224D-03  7.122D-01
 1167 1330     0     0  con    0  1.0D+00  4.6D-02  2.311D-03  7.122D-01
 1168 1331     0     0  con    0  1.0D+00  1.8D-02  4.893D-03  7.122D-01
 1169 1333     0     0  con    1  4.5D-01  1.7D-02  6.772D-03  7.122D-01
 1170 1334     0     0  con    0  1.0D+00  1.5D-01  3.771D-02  7.122D-01
 1171 1335     0     0  con    0  1.0D+00  4.4D-02  2.493D-02  7.122D-01
 1172 1336     0     0  con    0  1.0D+00  1.8D-01  6.286D-03  7.122D-01
 1173 1337     0     0  con    0  1.0D+00  4.1D-03  9.842D-03  7.122D-01
 1174 1339     0     0  con    1  4.7D-02  6.8D-02  1.553D-03  7.122D-01
 1175 1340     0     0  con    0  1.0D+00  2.4D-02  1.553D-03  7.122D-01
 1176 1341     0     0  con    0  1.0D+00  1.9D-01  2.361D-02  7.122D-01
 1177 1342     0     0  con    0  1.0D+00  3.0D-02  2.522D-02  7.122D-01
 1178 1344     0     0  con    1  4.9D-01  2.4D-01  2.573D-02  7.122D-01
 1179 1345     0     0  con    0  1.0D+00  4.9D-01  1.288D-02  7.122D-01
 1180 1347     0     0  con    1  4.3D-01  7.8D-02  1.471D-02  7.122D-01
 1181 1348     0     0  con    0  1.0D+00  7.0D-02  1.501D-02  7.122D-01
 1182 1350     0     0  con    1  8.5D-02  1.4D-01  7.885D-03  7.122D-01
 1183 1351     0     0  con    0  1.0D+00  1.1D-01  2.130D-03  7.122D-01
 1184 1352     0     0  con    0  1.0D+00  7.4D-02  9.872D-03  7.122D-01
 1185 1353     0     0  con    0  1.0D+00  7.6D-02  4.382D-02  7.122D-01
 1186 1354     0     0  con    0  1.0D+00  8.9D-02  9.057D-03  7.122D-01
 1187 1355     0     0  con    0  1.0D+00  5.7D-02  1.425D-03  7.122D-01
 1188 1356     0     0  con    0  1.0D+00  1.5D-02  1.207D-03  7.122D-01
 1189 1358     0     0  con    1  7.4D-02  1.6D-01  1.163D-02  7.122D-01
 1190 1359     0     0  con    0  1.0D+00  1.1D-01  4.149D-03  7.122D-01
 1191 1361     0     0  con    1  5.0D-01  9.9D-03  4.783D-03  7.122D-01
 1192 1362     0     0  con    0  1.0D+00  1.4D-02  4.184D-03  7.122D-01
 1193 1364     0     0  con    1  1.4D-01  7.0D-02  4.111D-03  7.122D-01
 1194 1365     0     0  con    0  1.0D+00  1.6D-02  4.904D-03  7.122D-01
 1195 1366     0     0  con    0  1.0D+00  8.5D-02  7.566D-03  7.122D-01
 1196 1369     0     0  con    2  2.1D-02  8.5D-02  2.070D-02  7.122D-01
 1197 1370     0     0  con    0  1.0D+00  4.3D-02  9.768D-03  7.122D-01
 1198 1371     0     0  con    0  1.0D+00  1.7D-01  2.704D-03  7.122D-01
 1199 1372     0     0  con    0  1.0D+00  5.1D-03  3.778D-03  7.122D-01
 1200 1373     0     0  con    0  1.0D+00  1.6D-02  5.584D-03  7.122D-01
 1201 1374     0     0  con    0  1.0D+00  1.0D-01  1.969D-03  7.122D-01
 1202 1376     0     0  con    1  3.8D-01  1.5D-02  8.057D-03  7.122D-01
 1203 1377     0     0  con    0  1.0D+00  2.1D-01  1.003D-02  7.122D-01
 1204 1379     0     0  con    1  2.5D-01  7.3D-02  8.559D-03  7.122D-01
 1205 1380     0     0  con    0  1.0D+00  8.2D-03  4.105D-03  7.122D-01
 1206 1381     0     0  con    0  1.0D+00  5.1D-02  2.067D-03  7.122D-01
 1207 1383     0     0  con    1  2.7D-01  6.5D-02  4.037D-02  7.122D-01
 1208 1384     0     0  con    0  1.0D+00  4.5D-01  6.268D-03  7.122D-01
 1209 1385     0     0  con    0  1.0D+00  1.4D-01  1.749D-02  7.122D-01
 1210 1386     0     0  con    0  1.0D+00  2.9D-02  9.332D-03  7.122D-01
 1211 1387     0     0  con    0  1.0D+00  2.3D-02  6.811D-03  7.122D-01
 1212 1388     0     0  con    0  1.0D+00  3.5D-02  2.500D-03  7.122D-01
 1213 1389     0     0  con    0  1.0D+00  2.1D-03  2.525D-03  7.122D-01
 1214 1391     0     0  con    1  2.1D-01  1.1D-01  4.251D-03  7.122D-01
 1215 1392     0     0  con    0  1.0D+00  1.7D-01  1.179D-03  7.122D-01
 1216 1393     0     0  con    0  1.0D+00  5.8D-02  5.339D-03  7.122D-01
 1217 1394     0     0  con    0  1.0D+00  7.3D-02  5.533D-03  7.122D-01
 1218 1397     0     0  con    2  2.3D-02  6.4D-02  1.105D-02  7.122D-01
 1219 1398     0     0  con    0  1.0D+00  1.9D-02  1.392D-02  7.122D-01
 1220 1399     0     0  con    0  1.0D+00  2.3D-01  7.484D-03  7.122D-01
 1221 1400     0     0  con    0  1.0D+00  3.3D-01  4.088D-02  7.122D-01
 1222 1401     0     0  con    0  1.0D+00  5.5D-02  4.180D-03  7.122D-01
 1223 1402     0     0  con    0  1.0D+00  8.5D-02  1.931D-03  7.122D-01
 1224 1403     0     0  con    0  1.0D+00  9.8D-02  1.575D-03  7.122D-01
 1225 1404     0     0  con    0  1.0D+00  4.6D-02  1.390D-02  7.122D-01
 1226 1405     0     0  con    0  1.0D+00  9.3D-02  1.767D-03  7.122D-01
 1227 1406     0     0  con    0  1.0D+00  8.4D-03  1.488D-03  7.122D-01
 1228 1407     0     0  con    0  1.0D+00  1.8D-02  2.564D-03  7.122D-01
 1229 1408     0     0  con    0  1.0D+00  5.8D-02  9.179D-03  7.122D-01
 1230 1409     0     0  con    0  1.0D+00  1.5D-01  8.386D-03  7.122D-01
 1231 1411     0     0  con    1  4.8D-01  5.0D-01  3.157D-02  7.122D-01
 1232 1413     0     0  con    1  4.0D-01  1.6D-01  3.399D-03  7.122D-01
 1233 1414     0     0  con    0  1.0D+00  2.5D-02  2.601D-03  7.122D-01
 1234 1416     0     0  con    1  1.1D-01  3.0D-02  1.094D-02  7.122D-01
 1235 1418     0     0  con    1  3.6D-01  2.8D-02  7.710D-03  7.122D-01
 1236 1419     0     0  con    0  1.0D+00  5.7D-02  5.766D-03  7.122D-01
 1237 1420     0     0  con    0  1.0D+00  1.2D-01  2.302D-03  7.122D-01
 1238 1421     0     0  con    0  1.0D+00  9.9D-04  5.803D-03  7.122D-01
 1239 1422     0     0  con    0  1.0D+00  1.2D-02  1.085D-03  7.122D-01
 1240 1424     0     0  con    1  3.1D-01  3.7D-02  7.405D-03  7.122D-01
 1241 1425     0     0  con    0  1.0D+00  4.8D-02  6.034D-03  7.122D-01
 1242 1426     0     0  con    0  1.0D+00  9.5D-03  1.989D-02  7.122D-01
 1243 1427     0     0  con    0  1.0D+00  1.2D-01  1.370D-02  7.122D-01
 1244 1428     0     0  con    0  1.0D+00  6.1D-02  2.083D-02  7.122D-01
 1245 1429     0     0  con    0  1.0D+00  1.2D-01  1.785D-02  7.122D-01
 1246 1430     0     0  con    0  1.0D+00  5.7D-03  4.426D-03  7.122D-01
 1247 1431     0     0  con    0  1.0D+00  5.0D-02  2.331D-03  7.122D-01
 1248 1432     0     0  con    0  1.0D+00  3.6D-02  1.079D-03  7.122D-01
 1249 1434     0     0  con    1  2.7D-01  2.6D-02  1.078D-03  7.122D-01
 1250 1435     0     0  con    0  1.0D+00  9.2D-02  8.101D-04  7.122D-01
 1251 1437     0     0  con    1  2.4D-01  1.1D-01  3.576D-02  7.122D-01
 1252 1438     0     0  con    0  1.0D+00  6.9D-02  2.758D-02  7.122D-01
 1253 1439     0     0  con    0  1.0D+00  3.2D-02  3.763D-03  7.122D-01
 1254 1440     0     0  con    0  1.0D+00  9.1D-03  1.813D-03  7.122D-01
 1255 1442     0     0  con    1  4.5D-01  2.2D-01  1.494D-02  7.122D-01
 1256 1443     0     0  con    0  1.0D+00  5.3D-02  6.517D-03  7.122D-01
 1257 1444     0     0  con    0  1.0D+00  5.3D-02  1.994D-03  7.122D-01
 1258 1445     0     0  con    0  1.0D+00  7.9D-02  9.472D-03  7.122D-01
 1259 1446     0     0  con    0  1.0D+00  3.5D-02  1.400D-02  7.122D-01
 1260 1447     0     0  con    0  1.0D+00  1.3D-01  1.445D-02  7.122D-01
 1261 1449     0     0  con    1  1.6D-02  4.8D-02  2.331D-02  7.122D-01
 1262 1450     0     0  con    0  1.0D+00  1.2D-01  1.323D-02  7.122D-01
 1263 1451     0     0  con    0  1.0D+00  1.6D-01  2.580D-03  7.122D-01
 1264 1452     0     0  con    0  1.0D+00  3.8D-02  8.712D-03  7.122D-01
 1265 1453     0     0  con    0  1.0D+00  6.7D-02  4.705D-03  7.122D-01
 1266 1454     0     0  con    0  1.0D+00  1.4D-02  5.111D-03  7.122D-01
 1267 1455     0     0  con    0  1.0D+00  6.2D-02  1.561D-02  7.122D-01
 1268 1456     0     0  con    0  1.0D+00  3.5D-02  1.717D-02  7.122D-01
 1269 1457     0     0  con    0  1.0D+00  5.9D-02  1.709D-02  7.122D-01
 1270 1459     0     0  con    1  3.7D-02  1.9D-02  2.031D-03  7.122D-01
 1271 1460     0     0  con    0  1.0D+00  9.3D-02  9.602D-03  7.122D-01
 1272 1461     0     0  con    0  1.0D+00  1.1D-01  4.616D-03  7.122D-01
 1273 1462     0     0  con    0  1.0D+00  2.6D-02  8.639D-03  7.122D-01
 1274 1463     0     0  con    0  1.0D+00  2.9D-02  1.535D-02  7.122D-01
 1275 1464     0     0  con    0  1.0D+00  1.2D-01  9.512D-03  7.122D-01
 1276 1465     0     0  con    0  1.0D+00  4.5D-01  5.228D-03  7.122D-01
 1277 1467     0     0  con    1  1.8D-01  1.3D-01  2.281D-02  7.122D-01
 1278 1468     0     0  con    0  1.0D+00  1.3D-01  1.508D-02  7.122D-01
 1279 1470     0     0  con    1  4.9D-01  2.4D-01  5.836D-03  7.122D-01
 1280 1471     0     0  con    0  1.0D+00  4.3D-02  2.000D-03  7.122D-01
 1281 1472     0     0  con    0  1.0D+00  3.6D-02  2.388D-02  7.122D-01
 1282 1473     0     0  con    0  1.0D+00  2.7D-02  5.513D-03  7.122D-01
 1283 1474     0     0  con    0  1.0D+00  2.5D-02  2.080D-03  7.122D-01
 1284 1475     0     0  con    0  1.0D+00  3.5D-03  1.966D-03  7.122D-01
 1285 1476     0     0  con    0  1.0D+00  1.3D-01  1.804D-03  7.122D-01
 1286 1477     0     0  con    0  1.0D+00  5.7D-02  9.518D-03  7.122D-01
 1287 1478     0     0  con    0  1.0D+00  1.4D-02  2.352D-02  7.122D-01
 1288 1479     0     0  con    0  1.0D+00  5.7D-01  1.470D-02  7.122D-01
 1289 1480     0     0  con    0  1.0D+00  1.2D-01  1.259D-02  7.122D-01
 1290 1481     0     0  con    0  1.0D+00  5.8D-02  1.071D-02  7.122D-01
 1291 1483     0     0  con    1  1.0D-01  2.2D-02  4.328D-03  7.122D-01
 1292 1484     0     0  con    0  1.0D+00  1.4D-01  2.551D-03  7.122D-01
 1293 1487     0     0  con    2  1.2D-02  7.2D-02  3.371D-03  7.122D-01
 1294 1488     0     0  con    0  1.0D+00  1.9D-03  1.430D-03  7.122D-01
 1295 1489     0     0  con    0  1.0D+00  5.0D-02  1.876D-03  7.122D-01
 1296 1490     0     0  con    0  1.0D+00  7.8D-02  1.747D-03  7.122D-01
 1297 1492     0     0  con    1  2.1D-01  2.0D-02  2.638D-02  7.122D-01
 1298 1493     0     0  con    0  1.0D+00  1.1D-01  1.381D-02  7.122D-01
 1299 1494     0     0  con    0  1.0D+00  1.2D-01  1.355D-03  7.122D-01
